# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "GFF3" "-t" "gene" "-g" "locus_tag" "-a" "/home/sararomi/Opemidimeji_2/ref/genome_fixed.gff3" "-o" "/home/sararomi/Opemidimeji_2/results/counts/gene_counts.txt" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam
SAUSA300_RS11225	NC_007793.1	2206043	2207245	+	1203	0	0	0	0	0	0	0
SAUSA300_RS11230	NC_007793.1	2207509	2207646	-	138	0	0	0	0	0	0	0
SAUSA300_RS11235	NC_007793.1	2207774	2207983	-	210	0	0	0	0	0	0	0
SAUSA300_RS11240	NC_007793.1	2207995	2208288	-	294	0	0	0	0	0	0	0
SAUSA300_RS11245	NC_007793.1	2208454	2209938	+	1485	0	0	0	0	0	0	0
SAUSA300_RS11250	NC_007793.1	2209966	2210613	+	648	0	0	0	0	0	0	0
SAUSA300_RS11265	NC_007793.1	2211426	2212298	-	873	0	0	0	0	0	0	0
SAUSA300_RS11270	NC_007793.1	2212384	2213025	-	642	0	0	0	0	0	0	0
SAUSA300_RS11275	NC_007793.1	2213027	2213818	-	792	0	0	0	0	0	0	0
SAUSA300_RS11280	NC_007793.1	2213802	2214632	-	831	0	0	0	0	0	0	0
SAUSA300_RS11285	NC_007793.1	2214625	2215314	-	690	0	0	0	0	0	0	0
SAUSA300_RS11295	NC_007793.1	2215700	2216395	-	696	0	0	0	0	0	0	0
SAUSA300_RS11305	NC_007793.1	2217373	2217813	+	441	0	0	0	0	0	0	0
SAUSA300_RS11310	NC_007793.1	2217872	2218312	-	441	0	0	0	0	0	0	0
SAUSA300_RS11315	NC_007793.1	2218346	2219611	-	1266	0	0	0	0	0	0	0
SAUSA300_RS11320	NC_007793.1	2219722	2219955	-	234	0	0	0	0	0	0	0
SAUSA300_RS11325	NC_007793.1	2220087	2220179	-	93	0	0	0	0	0	0	0
SAUSA300_RS11330	NC_007793.1	2220517	2220921	-	405	0	0	0	0	0	0	0
SAUSA300_RS11335	NC_007793.1	2220941	2222353	-	1413	0	0	0	0	0	0	0
SAUSA300_RS11340	NC_007793.1	2222375	2223241	-	867	0	0	0	0	0	0	0
SAUSA300_RS11345	NC_007793.1	2223272	2224780	-	1509	0	0	0	0	0	0	0
SAUSA300_RS11350	NC_007793.1	2224802	2225341	-	540	0	0	0	0	0	0	0
SAUSA300_RS11355	NC_007793.1	2225341	2225862	-	522	0	0	0	0	0	0	0
SAUSA300_RS11360	NC_007793.1	2226060	2226272	-	213	0	0	0	0	0	0	0
SAUSA300_RS11365	NC_007793.1	2226315	2227043	-	729	0	0	0	0	0	0	0
SAUSA300_RS11370	NC_007793.1	2227064	2227516	-	453	0	0	0	0	0	0	0
SAUSA300_RS11375	NC_007793.1	2227584	2228711	-	1128	0	0	0	0	0	0	0
SAUSA300_RS11380	NC_007793.1	2228735	2229364	-	630	0	0	0	0	0	0	0
SAUSA300_RS11385	NC_007793.1	2229392	2230630	-	1239	0	0	0	0	0	0	0
SAUSA300_RS11390	NC_007793.1	2230657	2231181	-	525	0	0	0	0	0	0	0
SAUSA300_RS11395	NC_007793.1	2231288	2231707	-	420	0	0	0	0	0	0	0
SAUSA300_RS11400	NC_007793.1	2231704	2232750	-	1047	0	0	0	0	0	0	0
SAUSA300_RS11405	NC_007793.1	2232834	2233670	-	837	0	0	0	0	0	0	0
SAUSA300_RS11410	NC_007793.1	2233657	2234733	-	1077	0	0	0	0	0	0	0
SAUSA300_RS11415	NC_007793.1	2234734	2235333	-	600	0	0	0	0	0	0	0
SAUSA300_RS11420	NC_007793.1	2235680	2235934	-	255	0	0	0	0	0	0	0
SAUSA300_RS11425	NC_007793.1	2236052	2237368	-	1317	0	0	0	0	0	0	0
SAUSA300_RS11430	NC_007793.1	2237615	2239042	-	1428	0	0	0	0	0	0	0
SAUSA300_RS11435	NC_007793.1	2239280	2239615	-	336	0	0	0	0	0	0	0
SAUSA300_RS11440	NC_007793.1	2239704	2240963	-	1260	0	0	0	0	0	0	0
SAUSA300_RS11445	NC_007793.1	2241429	2242289	-	861	0	0	0	0	0	0	0
SAUSA300_RS11450	NC_007793.1	2242507	2243028	+	522	0	0	0	0	0	0	0
SAUSA300_RS11455	NC_007793.1	2243137	2244747	-	1611	0	0	0	0	0	0	0
SAUSA300_RS11460	NC_007793.1	2245083	2245613	-	531	0	0	0	0	0	0	0
SAUSA300_RS11465	NC_007793.1	2245725	2246585	-	861	0	0	0	0	0	0	0
SAUSA300_RS11475	NC_007793.1	2247009	2247812	+	804	0	0	0	0	0	0	0
SAUSA300_RS11480	NC_007793.1	2247942	2248613	-	672	0	0	0	0	0	0	0
SAUSA300_RS11485	NC_007793.1	2249012	2250205	-	1194	0	0	0	0	0	0	0
SAUSA300_RS11490	NC_007793.1	2250205	2251389	-	1185	0	0	0	0	0	0	0
SAUSA300_RS11495	NC_007793.1	2251700	2252170	+	471	0	0	0	0	0	0	0
SAUSA300_RS11500	NC_007793.1	2252322	2252672	-	351	0	0	0	0	0	0	0
SAUSA300_RS11505	NC_007793.1	2252686	2253987	-	1302	0	0	0	0	0	0	0
SAUSA300_RS11515	NC_007793.1	2254266	2254928	-	663	0	0	0	0	0	0	0
SAUSA300_RS11520	NC_007793.1	2255243	2255953	+	711	0	0	0	0	0	0	0
SAUSA300_RS11525	NC_007793.1	2256074	2256517	-	444	0	0	0	0	0	0	0
SAUSA300_RS11530	NC_007793.1	2256717	2257130	-	414	0	0	0	0	0	0	0
SAUSA300_RS11535	NC_007793.1	2257588	2258961	-	1374	0	0	0	0	0	0	0
SAUSA300_RS11540	NC_007793.1	2259633	2259863	-	231	0	0	0	0	0	0	0
SAUSA300_RS11545	NC_007793.1	2259894	2260832	-	939	0	0	0	0	0	0	0
SAUSA300_RS11550	NC_007793.1	2261267	2261932	-	666	0	0	0	0	0	0	0
SAUSA300_RS11555	NC_007793.1	2262084	2262404	+	321	0	0	0	0	0	0	0
SAUSA300_RS11560	NC_007793.1	2262406	2263386	+	981	0	0	0	0	0	0	0
SAUSA300_RS11565	NC_007793.1	2263652	2264743	+	1092	0	0	0	0	0	0	0
SAUSA300_RS11570	NC_007793.1	2265243	2265347	-	105	0	0	0	0	0	0	0
SAUSA300_RS11580	NC_007793.1	2266034	2267170	-	1137	0	0	0	0	0	0	0
SAUSA300_RS11585	NC_007793.1	2267459	2267551	+	93	0	0	0	0	0	0	0
SAUSA300_RS11590	NC_007793.1	2268256	2269113	-	858	0	0	0	0	0	0	0
SAUSA300_RS11595	NC_007793.1	2269181	2269963	-	783	0	0	0	0	0	0	0
SAUSA300_RS11600	NC_007793.1	2270195	2272000	-	1806	0	0	0	0	0	0	0
SAUSA300_RS11605	NC_007793.1	2272681	2274219	+	1539	0	0	0	0	0	0	0
SAUSA300_RS11610	NC_007793.1	2274254	2276386	+	2133	0	0	0	0	0	0	0
SAUSA300_RS11615	NC_007793.1	2276398	2276832	+	435	0	0	0	0	0	0	0
SAUSA300_RS11620	NC_007793.1	2276832	2277938	+	1107	0	0	0	0	0	0	0
SAUSA300_RS11630	NC_007793.1	2285970	2287325	-	1356	0	0	0	0	0	0	0
SAUSA300_RS11635	NC_007793.1	2287352	2288284	-	933	0	0	0	0	0	0	0
SAUSA300_RS11640	NC_007793.1	2288286	2289095	-	810	0	0	0	0	0	0	0
SAUSA300_RS11645	NC_007793.1	2289284	2290192	-	909	0	0	0	0	0	0	0
SAUSA300_RS15540	NC_007793.1	2291756	2291860	+	105	0	0	0	0	0	0	0
SAUSA300_RS11655	NC_007793.1	2291851	2291923	-	73	0	0	0	0	0	0	0
SAUSA300_RS11660	NC_007793.1	2291927	2292001	-	75	0	0	0	0	0	0	0
SAUSA300_RS11665	NC_007793.1	2292011	2292094	-	84	0	0	0	0	0	0	0
SAUSA300_RS11670	NC_007793.1	2292124	2292199	-	76	0	0	0	0	0	0	0
SAUSA300_RS11675	NC_007793.1	2292207	2292278	-	72	0	0	0	0	0	0	0
SAUSA300_RS11680	NC_007793.1	2292280	2292354	-	75	0	0	0	0	0	0	0
SAUSA300_RS11685	NC_007793.1	2292365	2292479	-	115	0	0	0	0	0	0	0
SAUSA300_RS11690	NC_007793.1	2292552	2295474	-	2923	0	0	0	0	0	0	0
SAUSA300_RS11695	NC_007793.1	2296023	2297574	-	1552	0	0	0	0	0	0	0
SAUSA300_RS11700	NC_007793.1	2297757	2297942	-	186	0	0	0	0	0	0	0
SAUSA300_RS11705	NC_007793.1	2298031	2299095	-	1065	0	0	0	0	0	0	0
SAUSA300_RS11710	NC_007793.1	2299243	2300685	-	1443	0	0	0	0	0	0	0
SAUSA300_RS11715	NC_007793.1	2301007	2301480	-	474	0	0	0	0	0	0	0
SAUSA300_RS11720	NC_007793.1	2301579	2302922	-	1344	0	0	0	0	0	0	0
SAUSA300_RS11725	NC_007793.1	2303099	2303782	-	684	0	0	0	0	0	0	0
SAUSA300_RS11730	NC_007793.1	2303801	2304988	-	1188	0	0	0	0	0	0	0
SAUSA300_RS11735	NC_007793.1	2305032	2305547	-	516	0	0	0	0	0	0	0
SAUSA300_RS11740	NC_007793.1	2305724	2305984	+	261	0	0	0	0	0	0	0
SAUSA300_RS11745	NC_007793.1	2306116	2307486	-	1371	0	0	0	0	0	0	0
SAUSA300_RS11750	NC_007793.1	2307722	2308690	-	969	0	0	0	0	0	0	0
SAUSA300_RS11755	NC_007793.1	2308687	2309718	-	1032	0	0	0	0	0	0	0
SAUSA300_RS11760	NC_007793.1	2309730	2310713	-	984	0	0	0	0	0	0	0
SAUSA300_RS11765	NC_007793.1	2310879	2311004	+	126	0	0	0	0	0	0	0
SAUSA300_RS11770	NC_007793.1	2311105	2312175	-	1071	0	0	0	0	0	0	0
SAUSA300_RS11775	NC_007793.1	2312182	2313939	-	1758	0	0	0	0	0	0	0
SAUSA300_RS11780	NC_007793.1	2313926	2315119	-	1194	0	0	0	0	0	0	0
SAUSA300_RS11785	NC_007793.1	2315221	2317197	+	1977	0	0	0	0	0	0	0
SAUSA300_RS11805	NC_007793.1	2319313	2319822	-	510	0	0	0	0	0	0	0
SAUSA300_RS11810	NC_007793.1	2319885	2320124	-	240	0	0	0	0	0	0	0
SAUSA300_RS11815	NC_007793.1	2320137	2320673	-	537	0	0	0	0	0	0	0
SAUSA300_RS11820	NC_007793.1	2320848	2322410	-	1563	0	0	0	0	0	0	0
SAUSA300_RS11825	NC_007793.1	2322717	2323718	-	1002	0	0	0	0	0	0	0
SAUSA300_RS11830	NC_007793.1	2323952	2324953	-	1002	0	0	0	0	0	0	0
SAUSA300_RS11835	NC_007793.1	2325236	2326105	-	870	0	0	0	0	0	0	0
SAUSA300_RS11840	NC_007793.1	2326371	2327783	-	1413	0	0	0	0	0	0	0
SAUSA300_RS11845	NC_007793.1	2327801	2329513	-	1713	0	0	0	0	0	0	0
SAUSA300_RS11850	NC_007793.1	2329519	2329830	-	312	0	0	0	0	0	0	0
SAUSA300_RS11855	NC_007793.1	2329852	2330832	-	981	0	0	0	0	0	0	0
SAUSA300_RS11860	NC_007793.1	2330836	2331768	-	933	0	0	0	0	0	0	0
SAUSA300_RS15895	NC_007793.1	2331781	2332296	-	516	0	0	0	0	0	0	0
SAUSA300_RS15900	NC_007793.1	2332312	2332740	-	429	0	0	0	0	0	0	0
SAUSA300_RS11875	NC_007793.1	2333108	2333863	-	756	0	0	0	0	0	0	0
SAUSA300_RS11880	NC_007793.1	2334105	2334845	+	741	0	0	0	0	0	0	0
SAUSA300_RS11885	NC_007793.1	2334882	2335043	+	162	0	0	0	0	0	0	0
SAUSA300_RS11895	NC_007793.1	2336005	2336130	-	126	0	0	0	0	0	0	0
SAUSA300_RS11900	NC_007793.1	2336350	2337198	-	849	0	0	0	0	0	0	0
SAUSA300_RS11905	NC_007793.1	2337268	2337684	-	417	0	0	0	0	0	0	0
SAUSA300_RS11910	NC_007793.1	2337928	2338095	+	168	0	0	0	0	0	0	0
SAUSA300_RS11915	NC_007793.1	2338092	2340515	+	2424	0	0	0	0	0	0	0
SAUSA300_RS11920	NC_007793.1	2340575	2341429	-	855	0	0	0	0	0	0	0
SAUSA300_RS11925	NC_007793.1	2341640	2342455	-	816	0	0	0	0	0	0	0
SAUSA300_RS11930	NC_007793.1	2342749	2343174	+	426	0	0	0	0	0	0	0
SAUSA300_RS11935	NC_007793.1	2343538	2344242	-	705	0	0	0	0	0	0	0
SAUSA300_RS11940	NC_007793.1	2344279	2345943	-	1665	0	0	0	0	0	0	0
SAUSA300_RS11945	NC_007793.1	2346176	2346415	+	240	0	0	0	0	0	0	0
SAUSA300_RS11950	NC_007793.1	2346397	2346579	-	183	0	0	0	0	0	0	0
SAUSA300_RS11955	NC_007793.1	2347133	2348539	-	1407	0	0	0	0	0	0	0
SAUSA300_RS11960	NC_007793.1	2348668	2349804	-	1137	0	0	0	0	0	0	0
SAUSA300_RS11965	NC_007793.1	2349805	2350548	-	744	0	0	0	0	0	0	0
SAUSA300_RS11985	NC_007793.1	2352541	2352933	-	393	0	0	0	0	0	0	0
SAUSA300_RS11990	NC_007793.1	2352953	2353390	-	438	0	0	0	0	0	0	0
SAUSA300_RS11995	NC_007793.1	2353630	2354433	-	804	0	0	0	0	0	0	0
SAUSA300_RS12000	NC_007793.1	2354438	2355244	-	807	0	0	0	0	0	0	0
SAUSA300_RS12005	NC_007793.1	2355234	2356094	-	861	0	0	0	0	0	0	0
SAUSA300_RS12010	NC_007793.1	2356091	2356900	-	810	0	0	0	0	0	0	0
SAUSA300_RS12015	NC_007793.1	2357438	2357806	-	369	0	0	0	0	0	0	0
SAUSA300_RS12020	NC_007793.1	2357823	2358767	-	945	0	0	0	0	0	0	0
SAUSA300_RS12025	NC_007793.1	2358842	2359231	-	390	0	0	0	0	0	0	0
SAUSA300_RS12030	NC_007793.1	2359255	2359620	-	366	0	0	0	0	0	0	0
SAUSA300_RS12035	NC_007793.1	2359643	2359756	-	114	0	0	0	0	0	0	0
SAUSA300_RS12040	NC_007793.1	2359788	2360006	-	219	0	0	0	0	0	0	0
SAUSA300_RS12045	NC_007793.1	2360199	2360846	-	648	0	0	0	0	0	0	0
SAUSA300_RS12050	NC_007793.1	2360863	2362155	-	1293	0	0	0	0	0	0	0
SAUSA300_RS12055	NC_007793.1	2362155	2362595	-	441	0	0	0	0	0	0	0
SAUSA300_RS12060	NC_007793.1	2362612	2362791	-	180	0	0	0	0	0	0	0
SAUSA300_RS12065	NC_007793.1	2362808	2363308	-	501	0	0	0	0	0	0	0
SAUSA300_RS12070	NC_007793.1	2363329	2363688	-	360	0	0	0	0	0	0	0
SAUSA300_RS12075	NC_007793.1	2363719	2364255	-	537	0	0	0	0	0	0	0
SAUSA300_RS12080	NC_007793.1	2364280	2364678	-	399	0	0	0	0	0	0	0
SAUSA300_RS12085	NC_007793.1	2364710	2364895	-	186	0	0	0	0	0	0	0
SAUSA300_RS12090	NC_007793.1	2364918	2365457	-	540	0	0	0	0	0	0	0
SAUSA300_RS12095	NC_007793.1	2365484	2365801	-	318	0	0	0	0	0	0	0
SAUSA300_RS12100	NC_007793.1	2365837	2366205	-	369	0	0	0	0	0	0	0
SAUSA300_RS12105	NC_007793.1	2366237	2366500	-	264	0	0	0	0	0	0	0
SAUSA300_RS12110	NC_007793.1	2366524	2366733	-	210	0	0	0	0	0	0	0
SAUSA300_RS12115	NC_007793.1	2366723	2367157	-	435	0	0	0	0	0	0	0
SAUSA300_RS12120	NC_007793.1	2367160	2367813	-	654	0	0	0	0	0	0	0
SAUSA300_RS12125	NC_007793.1	2367837	2368190	-	354	0	0	0	0	0	0	0
SAUSA300_RS12130	NC_007793.1	2368219	2368497	-	279	0	0	0	0	0	0	0
SAUSA300_RS12135	NC_007793.1	2368564	2369397	-	834	0	0	0	0	0	0	0
SAUSA300_RS12140	NC_007793.1	2369430	2369705	-	276	0	0	0	0	0	0	0
SAUSA300_RS12145	NC_007793.1	2369705	2370328	-	624	0	0	0	0	0	0	0
SAUSA300_RS12150	NC_007793.1	2370355	2371017	-	663	0	0	0	0	0	0	0
SAUSA300_RS12155	NC_007793.1	2371045	2371353	-	309	0	0	0	0	0	0	0
SAUSA300_RS12160	NC_007793.1	2371710	2372099	+	390	0	0	0	0	0	0	0
SAUSA300_RS12165	NC_007793.1	2372291	2373625	-	1335	0	0	0	0	0	0	0
SAUSA300_RS12170	NC_007793.1	2373738	2375873	-	2136	0	0	0	0	0	0	0
SAUSA300_RS12175	NC_007793.1	2375899	2375994	-	96	0	0	0	0	0	0	0
SAUSA300_RS12180	NC_007793.1	2376060	2376947	+	888	0	0	0	0	0	0	0
SAUSA300_RS12185	NC_007793.1	2377128	2377991	+	864	0	0	0	0	0	0	0
SAUSA300_RS12190	NC_007793.1	2378108	2378239	-	132	0	0	0	0	0	0	0
SAUSA300_RS12195	NC_007793.1	2378410	2379318	-	909	0	0	0	0	0	0	0
SAUSA300_RS12200	NC_007793.1	2379451	2379615	+	165	0	0	0	0	0	0	0
SAUSA300_RS12205	NC_007793.1	2379860	2380177	+	318	0	0	0	0	0	0	0
SAUSA300_RS12210	NC_007793.1	2380364	2383531	-	3168	0	0	0	0	0	0	0
SAUSA300_RS12215	NC_007793.1	2383648	2384913	-	1266	0	0	0	0	0	0	0
SAUSA300_RS12220	NC_007793.1	2385302	2385553	+	252	0	0	0	0	0	0	0
SAUSA300_RS12225	NC_007793.1	2385545	2386309	-	765	0	0	0	0	0	0	0
SAUSA300_RS12230	NC_007793.1	2386471	2386911	+	441	0	0	0	0	0	0	0
SAUSA300_RS12235	NC_007793.1	2386904	2388115	+	1212	0	0	0	0	0	0	0
SAUSA300_RS12240	NC_007793.1	2388217	2388567	-	351	0	0	0	0	0	0	0
SAUSA300_RS12245	NC_007793.1	2388693	2388863	+	171	0	0	0	0	0	0	0
SAUSA300_RS12260	NC_007793.1	2389258	2390280	-	1023	0	0	0	0	0	0	0
SAUSA300_RS12265	NC_007793.1	2390300	2390899	-	600	0	0	0	0	0	0	0
SAUSA300_RS12270	NC_007793.1	2390906	2391139	-	234	0	0	0	0	0	0	0
SAUSA300_RS12275	NC_007793.1	2391145	2391591	-	447	0	0	0	0	0	0	0
SAUSA300_RS12280	NC_007793.1	2391605	2392090	-	486	0	0	0	0	0	0	0
SAUSA300_RS12285	NC_007793.1	2392087	2393346	-	1260	0	0	0	0	0	0	0
SAUSA300_RS12290	NC_007793.1	2393409	2393903	+	495	0	0	0	0	0	0	0
SAUSA300_RS12295	NC_007793.1	2393905	2394411	-	507	0	0	0	0	0	0	0
SAUSA300_RS12300	NC_007793.1	2394442	2395446	-	1005	0	0	0	0	0	0	0
SAUSA300_RS12305	NC_007793.1	2395616	2396221	-	606	0	0	0	0	0	0	0
SAUSA300_RS12310	NC_007793.1	2396222	2396893	-	672	0	0	0	0	0	0	0
SAUSA300_RS12315	NC_007793.1	2396907	2397689	-	783	0	0	0	0	0	0	0
SAUSA300_RS12320	NC_007793.1	2397979	2398776	+	798	0	0	0	0	0	0	0
SAUSA300_RS12325	NC_007793.1	2398948	2399718	-	771	0	0	0	0	0	0	0
SAUSA300_RS12330	NC_007793.1	2399790	2400344	-	555	0	0	0	0	0	0	0
SAUSA300_RS12335	NC_007793.1	2400465	2401406	-	942	0	0	0	0	0	0	0
SAUSA300_RS12340	NC_007793.1	2401805	2402713	-	909	0	0	0	0	0	0	0
SAUSA300_RS12345	NC_007793.1	2402927	2404081	-	1155	0	0	0	0	0	0	0
SAUSA300_RS12350	NC_007793.1	2404298	2405203	-	906	0	0	0	0	0	0	0
SAUSA300_RS12355	NC_007793.1	2405463	2405765	+	303	0	0	0	0	0	0	0
SAUSA300_RS12360	NC_007793.1	2405779	2406189	+	411	0	0	0	0	0	0	0
SAUSA300_RS12365	NC_007793.1	2406186	2407901	+	1716	0	0	0	0	0	0	0
SAUSA300_RS12370	NC_007793.1	2407914	2408366	+	453	0	0	0	0	0	0	0
SAUSA300_RS12375	NC_007793.1	2408359	2409048	+	690	0	0	0	0	0	0	0
SAUSA300_RS12380	NC_007793.1	2409061	2409675	+	615	0	0	0	0	0	0	0
SAUSA300_RS12385	NC_007793.1	2409675	2410511	+	837	0	0	0	0	0	0	0
SAUSA300_RS12390	NC_007793.1	2410700	2411047	-	348	0	0	0	0	0	0	0
SAUSA300_RS12400	NC_007793.1	2411475	2411801	-	327	0	0	0	0	0	0	0
SAUSA300_RS12405	NC_007793.1	2411865	2412608	-	744	0	0	0	0	0	0	0
SAUSA300_RS12410	NC_007793.1	2412634	2414589	-	1956	0	0	0	0	0	0	0
SAUSA300_RS12415	NC_007793.1	2415199	2416002	+	804	0	0	0	0	0	0	0
SAUSA300_RS12420	NC_007793.1	2416019	2416261	-	243	0	0	0	0	0	0	0
SAUSA300_RS12425	NC_007793.1	2416435	2417835	-	1401	0	0	0	0	0	0	0
SAUSA300_RS12430	NC_007793.1	2417930	2419012	-	1083	0	0	0	0	0	0	0
SAUSA300_RS12435	NC_007793.1	2419260	2419682	+	423	0	0	0	0	0	0	0
SAUSA300_RS12440	NC_007793.1	2419919	2420419	+	501	0	0	0	0	0	0	0
SAUSA300_RS12450	NC_007793.1	2420781	2421734	+	954	0	0	0	0	0	0	0
SAUSA300_RS12455	NC_007793.1	2421826	2422950	-	1125	0	0	0	0	0	0	0
SAUSA300_RS12460	NC_007793.1	2423261	2424037	-	777	0	0	0	0	0	0	0
SAUSA300_RS12465	NC_007793.1	2424059	2424292	-	234	0	0	0	0	0	0	0
SAUSA300_RS12470	NC_007793.1	2424520	2424993	-	474	0	0	0	0	0	0	0
SAUSA300_RS12475	NC_007793.1	2424993	2427947	-	2955	0	0	0	0	0	0	0
SAUSA300_RS12480	NC_007793.1	2428549	2429496	-	948	0	0	0	0	0	0	0
SAUSA300_RS12485	NC_007793.1	2429629	2430426	-	798	0	0	0	0	0	0	0
SAUSA300_RS12490	NC_007793.1	2430811	2431503	+	693	0	0	0	0	0	0	0
SAUSA300_RS12500	NC_007793.1	2432150	2432887	-	738	0	0	0	0	0	0	0
SAUSA300_RS12505	NC_007793.1	2432936	2433265	+	330	0	0	0	0	0	0	0
SAUSA300_RS12510	NC_007793.1	2433710	2434582	+	873	0	0	0	0	0	0	0
SAUSA300_RS12515	NC_007793.1	2434969	2436348	-	1380	0	0	0	0	0	0	0
SAUSA300_RS12520	NC_007793.1	2436628	2436984	+	357	0	0	0	0	0	0	0
SAUSA300_RS12525	NC_007793.1	2436981	2437166	+	186	0	0	0	0	0	0	0
SAUSA300_RS12530	NC_007793.1	2437262	2437453	-	192	0	0	0	0	0	0	0
SAUSA300_RS12535	NC_007793.1	2437464	2438099	-	636	0	0	0	0	0	0	0
SAUSA300_RS12540	NC_007793.1	2438174	2439091	-	918	0	0	0	0	0	0	0
SAUSA300_RS12545	NC_007793.1	2439359	2439889	+	531	0	0	0	0	0	0	0
SAUSA300_RS12550	NC_007793.1	2439955	2441559	-	1605	0	0	0	0	0	0	0
SAUSA300_RS12555	NC_007793.1	2441889	2442653	+	765	0	0	0	0	0	0	0
SAUSA300_RS12560	NC_007793.1	2442711	2443217	-	507	0	0	0	0	0	0	0
SAUSA300_RS12565	NC_007793.1	2443384	2444697	-	1314	0	0	0	0	0	0	0
SAUSA300_RS12570	NC_007793.1	2444922	2445491	-	570	0	0	0	0	0	0	0
SAUSA300_RS12575	NC_007793.1	2445978	2446859	-	882	0	0	0	0	0	0	0
SAUSA300_RS12580	NC_007793.1	2446970	2448091	-	1122	0	0	0	0	0	0	0
SAUSA300_RS12585	NC_007793.1	2448368	2449606	-	1239	0	0	0	0	0	0	0
SAUSA300_RS12590	NC_007793.1	2449606	2451267	-	1662	0	0	0	0	0	0	0
SAUSA300_RS12595	NC_007793.1	2451427	2452311	+	885	0	0	0	0	0	0	0
SAUSA300_RS12600	NC_007793.1	2452433	2452852	+	420	0	0	0	0	0	0	0
SAUSA300_RS12605	NC_007793.1	2453108	2454043	-	936	0	0	0	0	0	0	0
SAUSA300_RS12610	NC_007793.1	2454333	2455592	+	1260	0	0	0	0	0	0	0
SAUSA300_RS12615	NC_007793.1	2455658	2456344	-	687	0	0	0	0	0	0	0
SAUSA300_RS12620	NC_007793.1	2456518	2457171	+	654	0	0	0	0	0	0	0
SAUSA300_RS12630	NC_007793.1	2457407	2458426	-	1020	0	0	0	0	0	0	0
SAUSA300_RS12635	NC_007793.1	2458456	2458782	-	327	0	0	0	0	0	0	0
SAUSA300_RS15565	NC_007793.1	2458831	2459016	-	186	0	0	0	0	0	0	0
SAUSA300_RS12640	NC_007793.1	2459000	2460232	-	1233	0	0	0	0	0	0	0
SAUSA300_RS12645	NC_007793.1	2460225	2461124	-	900	0	0	0	0	0	0	0
SAUSA300_RS12650	NC_007793.1	2461355	2462002	-	648	0	0	0	0	0	0	0
SAUSA300_RS12655	NC_007793.1	2462401	2463009	+	609	0	0	0	0	0	0	0
SAUSA300_RS12660	NC_007793.1	2463346	2464554	+	1209	0	0	0	0	0	0	0
SAUSA300_RS12665	NC_007793.1	2464602	2465651	-	1050	0	0	0	0	0	0	0
SAUSA300_RS12670	NC_007793.1	2465682	2466629	-	948	0	0	0	0	0	0	0
SAUSA300_RS12675	NC_007793.1	2466726	2467217	+	492	0	0	0	0	0	0	0
SAUSA300_RS12680	NC_007793.1	2467214	2467633	+	420	0	0	0	0	0	0	0
SAUSA300_RS12685	NC_007793.1	2467741	2468661	-	921	0	0	0	0	0	0	0
SAUSA300_RS12690	NC_007793.1	2468869	2469507	+	639	0	0	0	0	0	0	0
SAUSA300_RS12695	NC_007793.1	2469753	2471684	-	1932	0	0	0	0	0	0	0
SAUSA300_RS12700	NC_007793.1	2471697	2472344	-	648	0	0	0	0	0	0	0
